_id,FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDiscargesQF,CrudeRate,CrudeRateQF,EASR
259,2009/10,S92000003,d,Transfer,,65-74 years,,Male,,Heart Attack,1849,,841.3838922,,844.2240229
260,2009/10,S92000003,d,Transfer,,65-74 years,,Male,,Heart Failure,634,,288.5004801,,291.8989798
261,2009/10,S92000003,d,Transfer,,65-74 years,,Female,,Angina,352,,138.6323447,,138.8613726
262,2009/10,S92000003,d,Transfer,,65-74 years,,Female,,Coronary Heart Disease,2064,,812.8896573,,814.2615739
263,2009/10,S92000003,d,Transfer,,65-74 years,,Female,,Heart Attack,991,,390.2973112,,391.0677512
264,2009/10,S92000003,d,Transfer,,65-74 years,,Female,,Heart Failure,428,,168.5643282,,169.1031019
265,2009/10,S92000003,d,Transfer,,under75 years,d,All,d,Angina,1968,,40.70328156,,44.88187513
266,2009/10,S92000003,d,Transfer,,under75 years,d,All,d,Coronary Heart Disease,14580,,301.5517506,,332.7657978
267,2009/10,S92000003,d,Transfer,,under75 years,d,All,d,Heart Attack,7274,,150.4449543,,164.0490251
268,2009/10,S92000003,d,Transfer,,under75 years,d,All,d,Heart Failure,1683,,34.80875145,,39.57092882
269,2009/10,S92000003,d,Transfer,,under75 years,d,Male,,Angina,1280,,53.7626505,,59.98504082
270,2009/10,S92000003,d,Transfer,,under75 years,d,Male,,Coronary Heart Disease,10553,,443.2478521,,491.7951176
271,2009/10,S92000003,d,Transfer,,under75 years,d,Male,,Heart Attack,5184,,217.7387345,,238.3791801
272,2009/10,S92000003,d,Transfer,,under75 years,d,Male,,Heart Failure,1032,,43.34613696,,50.54752697
273,2009/10,S92000003,d,Transfer,,under75 years,d,Female,,Angina,688,,28.0340777,,29.77870944
274,2009/10,S92000003,d,Transfer,,under75 years,d,Female,,Coronary Heart Disease,4027,,164.0889984,,173.736478
275,2009/10,S92000003,d,Transfer,,under75 years,d,Female,,Heart Attack,2090,,85.16166046,,89.7188702
276,2009/10,S92000003,d,Transfer,,under75 years,d,Female,,Heart Failure,651,,26.52643108,,28.59433066
277,2009/10,S92000003,d,Transfer,,75plus years,,All,d,Angina,1294,,326.0193143,,345.4197844
278,2009/10,S92000003,d,Transfer,,75plus years,,All,d,Coronary Heart Disease,7546,,1901.191457,,2030.931729
279,2009/10,S92000003,d,Transfer,,75plus years,,All,d,Heart Attack,4377,,1102.771668,,1172.110638
280,2009/10,S92000003,d,Transfer,,75plus years,,All,d,Heart Failure,3119,,785.8224429,,844.8372258
281,2009/10,S92000003,d,Transfer,,75plus years,,Male,,Angina,608,,402.2920058,,414.4626949
282,2009/10,S92000003,d,Transfer,,75plus years,,Male,,Coronary Heart Disease,3852,,2548.731589,,2571.59299
283,2009/10,S92000003,d,Transfer,,75plus years,,Male,,Heart Attack,2071,,1370.307145,,1421.81755
284,2009/10,S92000003,d,Transfer,,75plus years,,Male,,Heart Failure,1410,,932.9469213,,998.543217
285,2009/10,S92000003,d,Transfer,,75plus years,,Female,,Angina,686,,279.1170786,,276.3768738
286,2009/10,S92000003,d,Transfer,,75plus years,,Female,,Coronary Heart Disease,3694,,1503.000712,,1490.270468
287,2009/10,S92000003,d,Transfer,,75plus years,,Female,,Heart Attack,2306,,938.2565354,,922.4037255
288,2009/10,S92000003,d,Transfer,,75plus years,,Female,,Heart Failure,1709,,695.3514393,,691.1312345
289,2009/10,S08000015,,All,d,All,d,All,d,Angina,726,,194.9359611,,205.1914178
290,2009/10,S08000015,,All,d,All,d,All,d,Coronary Heart Disease,3772,,1012.807776,,1056.955175
291,2009/10,S08000015,,All,d,All,d,All,d,Heart Attack,1711,,459.4151921,,484.0924484
292,2009/10,S08000015,,All,d,All,d,All,d,Heart Failure,827,,222.0551513,,251.7661984
293,2009/10,S08000015,,All,d,All,d,Male,,Angina,411,,230.714823,,258.5259194
294,2009/10,S08000015,,All,d,All,d,Male,,Coronary Heart Disease,2420,,1358.466841,,1455.44517
295,2009/10,S08000015,,All,d,All,d,Male,,Heart Attack,1053,,591.1014808,,650.5167756
296,2009/10,S08000015,,All,d,All,d,Male,,Heart Failure,453,,254.2915202,,323.0296281
297,2009/10,S08000015,,All,d,All,d,Female,,Angina,315,,162.1304455,,151.8569162
298,2009/10,S08000015,,All,d,All,d,Female,,Coronary Heart Disease,1352,,695.8741662,,658.4651813
299,2009/10,S08000015,,All,d,All,d,Female,,Heart Attack,658,,338.6724862,,317.6681212
300,2009/10,S08000015,,All,d,All,d,Female,,Heart Failure,374,,192.4977353,,180.5027687
301,2009/10,S08000015,,All,d,0-44 years,,All,d,Angina,19,,9.647902343,,9.408563174
302,2009/10,S08000015,,All,d,0-44 years,,All,d,Coronary Heart Disease,116,,58.90298273,,56.71568468
303,2009/10,S08000015,,All,d,0-44 years,,All,d,Heart Attack,67,,34.02155037,,33.00024122
304,2009/10,S08000015,,All,d,0-44 years,,All,d,Heart Failure,26,,13.20239268,,12.74407673
305,2009/10,S08000015,,All,d,0-44 years,,Male,,Angina,16,,16.48634724,,16.22297727
306,2009/10,S08000015,,All,d,0-44 years,,Male,,Coronary Heart Disease,90,,92.73570325,,89.87801103
307,2009/10,S08000015,,All,d,0-44 years,,Male,,Heart Attack,51,,52.55023184,,51.4346006
308,2009/10,S08000015,,All,d,0-44 years,,Male,,Heart Failure,22,,22.66872746,,21.66407797
309,2009/10,S08000015,,All,d,0-44 years,,Female,,Angina,3,,3.003484041,,2.594149082
310,2009/10,S08000015,,All,d,0-44 years,,Female,,Coronary Heart Disease,26,,26.03019503,,23.55335832
311,2009/10,S08000015,,All,d,0-44 years,,Female,,Heart Attack,16,,16.01858155,,14.56588184
312,2009/10,S08000015,,All,d,0-44 years,,Female,,Heart Failure,4,,4.004645389,,3.824075477
313,2009/10,S08000015,,All,d,45-64 years,,All,d,Angina,223,,210.2127579,,211.4458607
314,2009/10,S08000015,,All,d,45-64 years,,All,d,Coronary Heart Disease,1328,,1251.849967,,1264.862981
315,2009/10,S08000015,,All,d,45-64 years,,All,d,Heart Attack,555,,523.1752496,,528.2028674
316,2009/10,S08000015,,All,d,45-64 years,,All,d,Heart Failure,99,,93.32315263,,93.47815388
317,2009/10,S08000015,,All,d,45-64 years,,Male,,Angina,146,,285.2398164,,282.3987474
318,2009/10,S08000015,,All,d,45-64 years,,Male,,Coronary Heart Disease,937,,1830.614438,,1816.760884
319,2009/10,S08000015,,All,d,45-64 years,,Male,,Heart Attack,365,,713.0995409,,708.1400971
320,2009/10,S08000015,,All,d,45-64 years,,Male,,Heart Failure,61,,119.1755397,,118.5689797
321,2009/10,S08000015,,All,d,45-64 years,,Female,,Angina,77,,140.2601188,,140.492974
322,2009/10,S08000015,,All,d,45-64 years,,Female,,Coronary Heart Disease,391,,712.2299537,,712.9650775
323,2009/10,S08000015,,All,d,45-64 years,,Female,,Heart Attack,190,,346.096397,,348.2656376
324,2009/10,S08000015,,All,d,45-64 years,,Female,,Heart Failure,38,,69.21927939,,68.38732804
325,2009/10,S08000015,,All,d,65-74 years,,All,d,Angina,188,,488.6670826,,497.9314038
326,2009/10,S08000015,,All,d,65-74 years,,All,d,Coronary Heart Disease,1134,,2947.598253,,3033.01648
327,2009/10,S08000015,,All,d,65-74 years,,All,d,Heart Attack,458,,1190.47619,,1225.788306
328,2009/10,S08000015,,All,d,65-74 years,,All,d,Heart Failure,187,,486.0677896,,498.5964544
329,2009/10,S08000015,,All,d,65-74 years,,Male,,Angina,116,,642.8729772,,643.1228738
330,2009/10,S08000015,,All,d,65-74 years,,Male,,Coronary Heart Disease,787,,4361.56063,,4360.859283
331,2009/10,S08000015,,All,d,65-74 years,,Male,,Heart Attack,329,,1823.320771,,1820.197412
332,2009/10,S08000015,,All,d,65-74 years,,Male,,Heart Failure,109,,604.0789182,,608.6062484
333,2009/10,S08000015,,All,d,65-74 years,,Female,,Angina,72,,352.4574114,,352.7399338
334,2009/10,S08000015,,All,d,65-74 years,,Female,,Coronary Heart Disease,347,,1698.648913,,1705.173677
335,2009/10,S08000015,,All,d,65-74 years,,Female,,Heart Attack,129,,631.4861954,,631.3792002
336,2009/10,S08000015,,All,d,65-74 years,,Female,,Heart Failure,78,,381.8288623,,388.5866604
337,2009/10,S08000015,,All,d,under75 years,d,All,d,Angina,430,,125.9191365,,124.6116204
338,2009/10,S08000015,,All,d,under75 years,d,All,d,Coronary Heart Disease,2578,,754.9291485,,751.9581208
339,2009/10,S08000015,,All,d,under75 years,d,All,d,Heart Attack,1080,,316.2620172,,314.8369915
340,2009/10,S08000015,,All,d,under75 years,d,All,d,Heart Failure,312,,91.36458275,,92.31443947
341,2009/10,S08000015,,All,d,under75 years,d,Male,,Angina,278,,167.1888813,,166.070305
342,2009/10,S08000015,,All,d,under75 years,d,Male,,Coronary Heart Disease,1814,,1090.937521,,1085.567016
343,2009/10,S08000015,,All,d,under75 years,d,Male,,Heart Attack,745,,448.042146,,446.7610311
344,2009/10,S08000015,,All,d,under75 years,d,Male,,Heart Failure,192,,115.4685799,,117.6077339
345,2009/10,S08000015,,All,d,under75 years,d,Female,,Angina,152,,86.75303921,,83.1529359
346,2009/10,S08000015,,All,d,under75 years,d,Female,,Coronary Heart Disease,764,,436.0481708,,418.3492254
347,2009/10,S08000015,,All,d,under75 years,d,Female,,Heart Attack,335,,191.1991325,,182.9129519
348,2009/10,S08000015,,All,d,under75 years,d,Female,,Heart Failure,120,,68.48924148,,67.02114509
349,2009/10,S08000015,,All,d,75plus years,,All,d,Angina,296,,956.6594486,,1019.942702
350,2009/10,S08000015,,All,d,75plus years,,All,d,Coronary Heart Disease,1194,,3858.95737,,4140.814284
351,2009/10,S08000015,,All,d,75plus years,,All,d,Heart Attack,631,,2039.365244,,2195.453179
352,2009/10,S08000015,,All,d,75plus years,,All,d,Heart Failure,515,,1664.458162,,1864.00065
353,2009/10,S08000015,,All,d,75plus years,,Male,,Angina,133,,1121.132934,,1193.354909
354,2009/10,S08000015,,All,d,75plus years,,Male,,Coronary Heart Disease,606,,5108.319987,,5195.324276
355,2009/10,S08000015,,All,d,75plus years,,Male,,Heart Attack,308,,2596.307848,,2710.713748
356,2009/10,S08000015,,All,d,75plus years,,Male,,Heart Failure,261,,2200.118014,,2400.073225
357,2009/10,S08000015,,All,d,75plus years,,Female,,Angina,163,,854.3872523,,846.5304952
358,2009/10,S08000015,,All,d,75plus years,,Female,,Coronary Heart Disease,588,,3082.084076,,3086.304291
359,2009/10,S08000015,,All,d,75plus years,,Female,,Heart Attack,323,,1693.049586,,1680.192611
360,2009/10,S08000015,,All,d,75plus years,,Female,,Heart Failure,254,,1331.376455,,1327.928074
361,2009/10,S08000015,,Elective,,All,d,All,d,Angina,34,,9.129232339,,9.466752442
362,2009/10,S08000015,,Elective,,All,d,All,d,Coronary Heart Disease,838,,225.0087265,,227.9452902
363,2009/10,S08000015,,Elective,,All,d,All,d,Heart Attack,11,,2.953575168,,2.871540203
364,2009/10,S08000015,,Elective,,All,d,All,d,Heart Failure,33,,8.860725505,,9.050396637
365,2009/10,S08000015,,Elective,,All,d,Male,,Angina,16,,8.981598949,,10.14441701
366,2009/10,S08000015,,Elective,,All,d,Male,,Coronary Heart Disease,582,,326.7056618,,329.5841487
367,2009/10,S08000015,,Elective,,All,d,Male,,Heart Attack,7,,3.92944954,,3.793000572
368,2009/10,S08000015,,Elective,,All,d,Male,,Heart Failure,20,,11.22699869,,11.49049461
369,2009/10,S08000015,,Elective,,All,d,Female,,Angina,18,,9.264596887,,8.789087875
370,2009/10,S08000015,,Elective,,All,d,Female,,Coronary Heart Disease,256,,131.7631557,,126.3064317
371,2009/10,S08000015,,Elective,,All,d,Female,,Heart Attack,4,,2.058799308,,1.950079833
372,2009/10,S08000015,,Elective,,All,d,Female,,Heart Failure,13,,6.691097752,,6.610298663
373,2009/10,S08000015,,Elective,,0-44 years,,All,d,Angina,0,,0,,0
374,2009/10,S08000015,,Elective,,0-44 years,,All,d,Coronary Heart Disease,21,,10.66347101,,9.853400372
375,2009/10,S08000015,,Elective,,0-44 years,,All,d,Heart Attack,0,,0,,0
376,2009/10,S08000015,,Elective,,0-44 years,,All,d,Heart Failure,4,,2.031137335,,1.818998086
377,2009/10,S08000015,,Elective,,0-44 years,,Male,,Angina,0,,0,,0
378,2009/10,S08000015,,Elective,,0-44 years,,Male,,Coronary Heart Disease,15,,15.45595054,,14.51850258
379,2009/10,S08000015,,Elective,,0-44 years,,Male,,Heart Attack,0,,0,,0
380,2009/10,S08000015,,Elective,,0-44 years,,Male,,Heart Failure,2,,2.060793405,,1.908563452
381,2009/10,S08000015,,Elective,,0-44 years,,Female,,Angina,0,,0,,0
382,2009/10,S08000015,,Elective,,0-44 years,,Female,,Coronary Heart Disease,6,,6.006968083,,5.188298164
383,2009/10,S08000015,,Elective,,0-44 years,,Female,,Heart Attack,0,,0,,0
384,2009/10,S08000015,,Elective,,0-44 years,,Female,,Heart Failure,2,,2.002322694,,1.729432721
385,2009/10,S08000015,,Elective,,45-64 years,,All,d,Angina,21,,19.79582025,,19.81048505
386,2009/10,S08000015,,Elective,,45-64 years,,All,d,Coronary Heart Disease,378,,356.3247646,,358.6260329
387,2009/10,S08000015,,Elective,,45-64 years,,All,d,Heart Attack,6,,5.655948644,,5.625834022
388,2009/10,S08000015,,Elective,,45-64 years,,All,d,Heart Failure,9,,8.483922966,,8.770316765
389,2009/10,S08000015,,Elective,,45-64 years,,Male,,Angina,11,,21.4906711,,21.77222375
390,2009/10,S08000015,,Elective,,45-64 years,,Male,,Coronary Heart Disease,278,,543.1278695,,537.9182935
391,2009/10,S08000015,,Elective,,45-64 years,,Male,,Heart Attack,4,,7.814789489,,7.567734522
392,2009/10,S08000015,,Elective,,45-64 years,,Male,,Heart Failure,6,,11.72218423,,11.79649515
393,2009/10,S08000015,,Elective,,45-64 years,,Female,,Angina,10,,18.21559984,,17.84874634
394,2009/10,S08000015,,Elective,,45-64 years,,Female,,Coronary Heart Disease,100,,182.1559984,,179.3337723
395,2009/10,S08000015,,Elective,,45-64 years,,Female,,Heart Attack,2,,3.643119968,,3.683933521
396,2009/10,S08000015,,Elective,,45-64 years,,Female,,Heart Failure,3,,5.464679952,,5.74413838
397,2009/10,S08000015,,Elective,,65-74 years,,All,d,Angina,5,,12.99646496,,12.84882962
398,2009/10,S08000015,,Elective,,65-74 years,,All,d,Coronary Heart Disease,282,,733.0006238,,755.1728945
399,2009/10,S08000015,,Elective,,65-74 years,,All,d,Heart Attack,3,,7.797878977,,7.838943815
400,2009/10,S08000015,,Elective,,65-74 years,,All,d,Heart Failure,14,,36.39010189,,37.96968109
401,2009/10,S08000015,,Elective,,65-74 years,,Male,,Angina,2,,11.08401685,,11.13346225
402,2009/10,S08000015,,Elective,,65-74 years,,Male,,Coronary Heart Disease,195,,1080.691643,,1081.585664
403,2009/10,S08000015,,Elective,,65-74 years,,Male,,Heart Attack,2,,11.08401685,,10.6098749
404,2009/10,S08000015,,Elective,,65-74 years,,Male,,Heart Failure,10,,55.42008424,,55.66731125
405,2009/10,S08000015,,Elective,,65-74 years,,Female,,Angina,3,,14.68572547,,14.56419699
406,2009/10,S08000015,,Elective,,65-74 years,,Female,,Coronary Heart Disease,87,,425.8860388,,428.7601248
407,2009/10,S08000015,,Elective,,65-74 years,,Female,,Heart Attack,1,,4.895241825,,5.068012731
408,2009/10,S08000015,,Elective,,65-74 years,,Female,,Heart Failure,4,,19.5809673,,20.27205092
409,2009/10,S08000015,,Elective,,under75 years,d,All,d,Angina,26,,7.613715229,,7.251544667
410,2009/10,S08000015,,Elective,,under75 years,d,All,d,Coronary Heart Disease,681,,199.420772,,197.4174603
411,2009/10,S08000015,,Elective,,under75 years,d,All,d,Heart Attack,9,,2.63551681,,2.542785842
412,2009/10,S08000015,,Elective,,under75 years,d,All,d,Heart Failure,27,,7.906550431,,8.01451585
413,2009/10,S08000015,,Elective,,under75 years,d,Male,,Angina,13,,7.818185099,,7.62489322
414,2009/10,S08000015,,Elective,,under75 years,d,Male,,Coronary Heart Disease,488,,293.4826406,,290.0602571
415,2009/10,S08000015,,Elective,,under75 years,d,Male,,Heart Attack,6,,3.608393122,,3.428007157
416,2009/10,S08000015,,Elective,,under75 years,d,Male,,Heart Failure,18,,10.82517937,,10.99094853
417,2009/10,S08000015,,Elective,,under75 years,d,Female,,Angina,13,,7.419667827,,6.878196115
418,2009/10,S08000015,,Elective,,under75 years,d,Female,,Coronary Heart Disease,193,,110.15353,,104.7746635
419,2009/10,S08000015,,Elective,,under75 years,d,Female,,Heart Attack,3,,1.712231037,,1.657564527
420,2009/10,S08000015,,Elective,,under75 years,d,Female,,Heart Failure,9,,5.136693111,,5.038083173
421,2009/10,S08000015,,Elective,,75plus years,,All,d,Angina,8,,25.85566077,,31.86496438
422,2009/10,S08000015,,Elective,,75plus years,,All,d,Coronary Heart Disease,157,,507.4173427,,536.6155701
423,2009/10,S08000015,,Elective,,75plus years,,All,d,Heart Attack,2,,6.463915193,,6.19561207
424,2009/10,S08000015,,Elective,,75plus years,,All,d,Heart Failure,6,,19.39174558,,19.52430237
425,2009/10,S08000015,,Elective,,75plus years,,Male,,Angina,3,,25.2887128,,35.61960199
426,2009/10,S08000015,,Elective,,75plus years,,Male,,Coronary Heart Disease,94,,792.3796679,,729.214608
427,2009/10,S08000015,,Elective,,75plus years,,Male,,Heart Attack,1,,8.429570935,,7.483489551
428,2009/10,S08000015,,Elective,,75plus years,,Male,,Heart Failure,2,,16.85914187,,16.54146057
429,2009/10,S08000015,,Elective,,75plus years,,Female,,Angina,5,,26.20819792,,28.11032678
430,2009/10,S08000015,,Elective,,75plus years,,Female,,Coronary Heart Disease,63,,330.2232938,,344.0165323
431,2009/10,S08000015,,Elective,,75plus years,,Female,,Heart Attack,1,,5.241639585,,4.90773459
432,2009/10,S08000015,,Elective,,75plus years,,Female,,Heart Failure,4,,20.96655834,,22.50714417
433,2009/10,S08000015,,Emergency,,All,d,All,d,Angina,496,,133.1793894,,139.6957703
434,2009/10,S08000015,,Emergency,,All,d,All,d,Coronary Heart Disease,1283,,344.4942674,,364.2274639
435,2009/10,S08000015,,Emergency,,All,d,All,d,Heart Attack,732,,196.5470021,,209.4005274
436,2009/10,S08000015,,Emergency,,All,d,All,d,Heart Failure,464,,124.5871707,,140.9222687
437,2009/10,S08000015,,Emergency,,All,d,Male,,Angina,280,,157.1779816,,174.1380975
438,2009/10,S08000015,,Emergency,,All,d,Male,,Coronary Heart Disease,773,,433.9234992,,479.6043325
439,2009/10,S08000015,,Emergency,,All,d,Male,,Heart Attack,458,,257.0982699,,285.3492684
440,2009/10,S08000015,,Emergency,,All,d,Male,,Heart Failure,256,,143.7055832,,181.9404393
441,2009/10,S08000015,,Emergency,,All,d,Female,,Angina,216,,111.1751626,,105.2534432
442,2009/10,S08000015,,Emergency,,All,d,Female,,Coronary Heart Disease,510,,262.4969118,,248.8505952
443,2009/10,S08000015,,Emergency,,All,d,Female,,Heart Attack,274,,141.0277526,,133.4517863
444,2009/10,S08000015,,Emergency,,All,d,Female,,Heart Failure,208,,107.057564,,99.90409815
445,2009/10,S08000015,,Emergency,,0-44 years,,All,d,Angina,15,,7.616765008,,7.348032492
446,2009/10,S08000015,,Emergency,,0-44 years,,All,d,Coronary Heart Disease,50,,25.38921669,,24.69068032
447,2009/10,S08000015,,Emergency,,0-44 years,,All,d,Heart Attack,31,,15.74131435,,15.22497562
448,2009/10,S08000015,,Emergency,,0-44 years,,All,d,Heart Failure,11,,5.585627672,,5.416019493
449,2009/10,S08000015,,Emergency,,0-44 years,,Male,,Angina,13,,13.39515714,,12.96663226
450,2009/10,S08000015,,Emergency,,0-44 years,,Male,,Coronary Heart Disease,39,,40.18547141,,39.16395776
451,2009/10,S08000015,,Emergency,,0-44 years,,Male,,Heart Attack,23,,23.69912416,,23.16701032
452,2009/10,S08000015,,Emergency,,0-44 years,,Male,,Heart Failure,11,,11.33436373,,10.83203899
453,2009/10,S08000015,,Emergency,,0-44 years,,Female,,Angina,2,,2.002322694,,1.729432721
454,2009/10,S08000015,,Emergency,,0-44 years,,Female,,Coronary Heart Disease,11,,11.01277482,,10.21740288
455,2009/10,S08000015,,Emergency,,0-44 years,,Female,,Heart Attack,8,,8.009290777,,7.282940919
456,2009/10,S08000015,,Emergency,,0-44 years,,Female,,Heart Failure,0,,0,,0
457,2009/10,S08000015,,Emergency,,45-64 years,,All,d,Angina,156,,147.0546647,,148.2206957
458,2009/10,S08000015,,Emergency,,45-64 years,,All,d,Coronary Heart Disease,412,,388.3751402,,392.5078373
459,2009/10,S08000015,,Emergency,,45-64 years,,All,d,Heart Attack,233,,219.639339,,222.0405986
460,2009/10,S08000015,,Emergency,,45-64 years,,All,d,Heart Failure,55,,51.8461959,,52.1133114
461,2009/10,S08000015,,Emergency,,45-64 years,,Male,,Angina,101,,197.3234346,,195.9622539
462,2009/10,S08000015,,Emergency,,45-64 years,,Male,,Coronary Heart Disease,273,,533.3593826,,530.3876208
463,2009/10,S08000015,,Emergency,,45-64 years,,Male,,Heart Attack,156,,304.7767901,,302.8792672
464,2009/10,S08000015,,Emergency,,45-64 years,,Male,,Heart Failure,32,,62.51831591,,62.10871553
465,2009/10,S08000015,,Emergency,,45-64 years,,Female,,Angina,55,,100.1857991,,100.4791374
466,2009/10,S08000015,,Emergency,,45-64 years,,Female,,Coronary Heart Disease,139,,253.1968378,,254.6280537
467,2009/10,S08000015,,Emergency,,45-64 years,,Female,,Heart Attack,77,,140.2601188,,141.2019301
468,2009/10,S08000015,,Emergency,,45-64 years,,Female,,Heart Failure,23,,41.89587963,,42.11790726
469,2009/10,S08000015,,Emergency,,65-74 years,,All,d,Angina,139,,361.3017259,,368.4905022
470,2009/10,S08000015,,Emergency,,65-74 years,,All,d,Coronary Heart Disease,355,,922.7490123,,945.9935688
471,2009/10,S08000015,,Emergency,,65-74 years,,All,d,Heart Attack,201,,522.4578915,,537.859516
472,2009/10,S08000015,,Emergency,,65-74 years,,All,d,Heart Failure,106,,275.5250572,,282.7542131
