"","year","ca","age_group","sex","diagnosis","number_of_deaths","crude_rate","LA_Name"
"308",2009,"S12000011","under75 years","All","Stroke",NA,NA,"East Renfrewshire"
"309",2009,"S12000011","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
"310",2009,"S12000011","under75 years","Male","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"311",2009,"S12000011","under75 years","Male","Stroke",NA,NA,"East Renfrewshire"
"312",2009,"S12000011","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
"313",2009,"S12000011","under75 years","Female","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"314",2009,"S12000011","under75 years","Female","Stroke",NA,NA,"East Renfrewshire"
"315",2009,"S12000011","under75 years","Female","Subarachnoid Haemorrhage",0,0,"East Renfrewshire"
"316",2009,"S12000011","75plus years","All","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"317",2009,"S12000011","75plus years","All","Stroke",NA,NA,"East Renfrewshire"
"318",2009,"S12000011","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
"319",2009,"S12000011","75plus years","Male","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"320",2009,"S12000011","75plus years","Male","Stroke",NA,NA,"East Renfrewshire"
"321",2009,"S12000011","75plus years","Male","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
"322",2009,"S12000011","75plus years","Female","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"323",2009,"S12000011","75plus years","Female","Stroke",NA,NA,"East Renfrewshire"
"324",2009,"S12000011","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
"325",2009,"S12000013","All","All","Cerebrovascular Disease",33,120.35,"Na h-Eileanan Siar"
"326",2009,"S12000013","All","All","Stroke",15,54.7,"Na h-Eileanan Siar"
"327",2009,"S12000013","All","All","Subarachnoid Haemorrhage",1,3.65,"Na h-Eileanan Siar"
"328",2009,"S12000013","All","Male","Cerebrovascular Disease",13,96.3,"Na h-Eileanan Siar"
"329",2009,"S12000013","All","Male","Stroke",6,44.44,"Na h-Eileanan Siar"
"330",2009,"S12000013","All","Male","Subarachnoid Haemorrhage",1,7.41,"Na h-Eileanan Siar"
"331",2009,"S12000013","All","Female","Cerebrovascular Disease",20,143.68,"Na h-Eileanan Siar"
"332",2009,"S12000013","All","Female","Stroke",9,64.66,"Na h-Eileanan Siar"
"333",2009,"S12000013","All","Female","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"334",2009,"S12000013","0-44 years","All","Cerebrovascular Disease",0,0,"Na h-Eileanan Siar"
"335",2009,"S12000013","0-44 years","All","Stroke",0,0,"Na h-Eileanan Siar"
"336",2009,"S12000013","0-44 years","All","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"337",2009,"S12000013","0-44 years","Male","Cerebrovascular Disease",0,0,"Na h-Eileanan Siar"
"338",2009,"S12000013","0-44 years","Male","Stroke",0,0,"Na h-Eileanan Siar"
"339",2009,"S12000013","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"340",2009,"S12000013","0-44 years","Female","Cerebrovascular Disease",0,0,"Na h-Eileanan Siar"
"341",2009,"S12000013","0-44 years","Female","Stroke",0,0,"Na h-Eileanan Siar"
"342",2009,"S12000013","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"343",2009,"S12000013","45-64 years","All","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"344",2009,"S12000013","45-64 years","All","Stroke",0,0,"Na h-Eileanan Siar"
"345",2009,"S12000013","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"Na h-Eileanan Siar"
"346",2009,"S12000013","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"347",2009,"S12000013","45-64 years","Male","Stroke",0,0,"Na h-Eileanan Siar"
"348",2009,"S12000013","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,"Na h-Eileanan Siar"
"349",2009,"S12000013","45-64 years","Female","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"350",2009,"S12000013","45-64 years","Female","Stroke",0,0,"Na h-Eileanan Siar"
"351",2009,"S12000013","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"352",2009,"S12000013","65-74 years","All","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"353",2009,"S12000013","65-74 years","All","Stroke",NA,NA,"Na h-Eileanan Siar"
"354",2009,"S12000013","65-74 years","All","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"355",2009,"S12000013","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"356",2009,"S12000013","65-74 years","Male","Stroke",NA,NA,"Na h-Eileanan Siar"
"357",2009,"S12000013","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"358",2009,"S12000013","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"359",2009,"S12000013","65-74 years","Female","Stroke",NA,NA,"Na h-Eileanan Siar"
"360",2009,"S12000013","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"361",2009,"S12000013","under75 years","All","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"362",2009,"S12000013","under75 years","All","Stroke",NA,NA,"Na h-Eileanan Siar"
"363",2009,"S12000013","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Na h-Eileanan Siar"
"364",2009,"S12000013","under75 years","Male","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"365",2009,"S12000013","under75 years","Male","Stroke",NA,NA,"Na h-Eileanan Siar"
"366",2009,"S12000013","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"Na h-Eileanan Siar"
"367",2009,"S12000013","under75 years","Female","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"368",2009,"S12000013","under75 years","Female","Stroke",NA,NA,"Na h-Eileanan Siar"
"369",2009,"S12000013","under75 years","Female","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"370",2009,"S12000013","75plus years","All","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"371",2009,"S12000013","75plus years","All","Stroke",NA,NA,"Na h-Eileanan Siar"
"372",2009,"S12000013","75plus years","All","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"373",2009,"S12000013","75plus years","Male","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"374",2009,"S12000013","75plus years","Male","Stroke",NA,NA,"Na h-Eileanan Siar"
"375",2009,"S12000013","75plus years","Male","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"376",2009,"S12000013","75plus years","Female","Cerebrovascular Disease",NA,NA,"Na h-Eileanan Siar"
"377",2009,"S12000013","75plus years","Female","Stroke",NA,NA,"Na h-Eileanan Siar"
"378",2009,"S12000013","75plus years","Female","Subarachnoid Haemorrhage",0,0,"Na h-Eileanan Siar"
"379",2009,"S12000014","All","All","Cerebrovascular Disease",156,101.16,"Falkirk"
"380",2009,"S12000014","All","All","Stroke",85,55.12,"Falkirk"
"381",2009,"S12000014","All","All","Subarachnoid Haemorrhage",4,2.59,"Falkirk"
"382",2009,"S12000014","All","Male","Cerebrovascular Disease",49,65.28,"Falkirk"
"383",2009,"S12000014","All","Male","Stroke",25,33.31,"Falkirk"
"384",2009,"S12000014","All","Male","Subarachnoid Haemorrhage",1,1.33,"Falkirk"
"385",2009,"S12000014","All","Female","Cerebrovascular Disease",107,135.19,"Falkirk"
"386",2009,"S12000014","All","Female","Stroke",60,75.81,"Falkirk"
"387",2009,"S12000014","All","Female","Subarachnoid Haemorrhage",3,3.79,"Falkirk"
"388",2009,"S12000014","0-44 years","All","Cerebrovascular Disease",NA,NA,"Falkirk"
"389",2009,"S12000014","0-44 years","All","Stroke",NA,NA,"Falkirk"
"390",2009,"S12000014","0-44 years","All","Subarachnoid Haemorrhage",NA,NA,"Falkirk"
"391",2009,"S12000014","0-44 years","Male","Cerebrovascular Disease",NA,NA,"Falkirk"
"392",2009,"S12000014","0-44 years","Male","Stroke",0,0,"Falkirk"
"393",2009,"S12000014","0-44 years","Male","Subarachnoid Haemorrhage",NA,NA,"Falkirk"
"394",2009,"S12000014","0-44 years","Female","Cerebrovascular Disease",NA,NA,"Falkirk"
"395",2009,"S12000014","0-44 years","Female","Stroke",NA,NA,"Falkirk"
"396",2009,"S12000014","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"Falkirk"
"397",2009,"S12000014","45-64 years","All","Cerebrovascular Disease",NA,NA,"Falkirk"
"398",2009,"S12000014","45-64 years","All","Stroke",NA,NA,"Falkirk"
"399",2009,"S12000014","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"Falkirk"
"400",2009,"S12000014","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Falkirk"
"401",2009,"S12000014","45-64 years","Male","Stroke",NA,NA,"Falkirk"
"402",2009,"S12000014","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"Falkirk"
"403",2009,"S12000014","45-64 years","Female","Cerebrovascular Disease",NA,NA,"Falkirk"
"404",2009,"S12000014","45-64 years","Female","Stroke",NA,NA,"Falkirk"
"405",2009,"S12000014","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"Falkirk"
"406",2009,"S12000014","65-74 years","All","Cerebrovascular Disease",NA,NA,"Falkirk"
"407",2009,"S12000014","65-74 years","All","Stroke",NA,NA,"Falkirk"
"408",2009,"S12000014","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"Falkirk"
"409",2009,"S12000014","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Falkirk"
"410",2009,"S12000014","65-74 years","Male","Stroke",NA,NA,"Falkirk"
"411",2009,"S12000014","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"Falkirk"
"412",2009,"S12000014","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Falkirk"
"413",2009,"S12000014","65-74 years","Female","Stroke",NA,NA,"Falkirk"
"414",2009,"S12000014","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,"Falkirk"
"415",2009,"S12000014","under75 years","All","Cerebrovascular Disease",NA,NA,"Falkirk"
"416",2009,"S12000014","under75 years","All","Stroke",NA,NA,"Falkirk"
"417",2009,"S12000014","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Falkirk"
"418",2009,"S12000014","under75 years","Male","Cerebrovascular Disease",NA,NA,"Falkirk"
"419",2009,"S12000014","under75 years","Male","Stroke",NA,NA,"Falkirk"
"420",2009,"S12000014","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"Falkirk"
"421",2009,"S12000014","under75 years","Female","Cerebrovascular Disease",NA,NA,"Falkirk"
"422",2009,"S12000014","under75 years","Female","Stroke",NA,NA,"Falkirk"
"423",2009,"S12000014","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"Falkirk"
"424",2009,"S12000014","75plus years","All","Cerebrovascular Disease",NA,NA,"Falkirk"
"425",2009,"S12000014","75plus years","All","Stroke",NA,NA,"Falkirk"
"426",2009,"S12000014","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"Falkirk"
"427",2009,"S12000014","75plus years","Male","Cerebrovascular Disease",NA,NA,"Falkirk"
"428",2009,"S12000014","75plus years","Male","Stroke",NA,NA,"Falkirk"
"429",2009,"S12000014","75plus years","Male","Subarachnoid Haemorrhage",0,0,"Falkirk"
"430",2009,"S12000014","75plus years","Female","Cerebrovascular Disease",NA,NA,"Falkirk"
"431",2009,"S12000014","75plus years","Female","Stroke",NA,NA,"Falkirk"
"432",2009,"S12000014","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"Falkirk"
"433",2009,"S12000017","All","All","Cerebrovascular Disease",228,99.67,"Highland"
"434",2009,"S12000017","All","All","Stroke",126,55.08,"Highland"
"435",2009,"S12000017","All","All","Subarachnoid Haemorrhage",10,4.37,"Highland"
"436",2009,"S12000017","All","Male","Cerebrovascular Disease",98,87.69,"Highland"
"437",2009,"S12000017","All","Male","Stroke",53,47.42,"Highland"
"438",2009,"S12000017","All","Male","Subarachnoid Haemorrhage",1,0.89,"Highland"
"439",2009,"S12000017","All","Female","Cerebrovascular Disease",130,111.12,"Highland"
"440",2009,"S12000017","All","Female","Stroke",73,62.4,"Highland"
"441",2009,"S12000017","All","Female","Subarachnoid Haemorrhage",9,7.69,"Highland"
"442",2009,"S12000017","0-44 years","All","Cerebrovascular Disease",NA,NA,"Highland"
"443",2009,"S12000017","0-44 years","All","Stroke",NA,NA,"Highland"
"444",2009,"S12000017","0-44 years","All","Subarachnoid Haemorrhage",0,0,"Highland"
"445",2009,"S12000017","0-44 years","Male","Cerebrovascular Disease",0,0,"Highland"
"446",2009,"S12000017","0-44 years","Male","Stroke",0,0,"Highland"
"447",2009,"S12000017","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"Highland"
"448",2009,"S12000017","0-44 years","Female","Cerebrovascular Disease",NA,NA,"Highland"
"449",2009,"S12000017","0-44 years","Female","Stroke",NA,NA,"Highland"
"450",2009,"S12000017","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"Highland"
"451",2009,"S12000017","45-64 years","All","Cerebrovascular Disease",NA,NA,"Highland"
"452",2009,"S12000017","45-64 years","All","Stroke",NA,NA,"Highland"
"453",2009,"S12000017","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"Highland"
"454",2009,"S12000017","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Highland"
"455",2009,"S12000017","45-64 years","Male","Stroke",NA,NA,"Highland"
"456",2009,"S12000017","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,"Highland"
"457",2009,"S12000017","45-64 years","Female","Cerebrovascular Disease",NA,NA,"Highland"
"458",2009,"S12000017","45-64 years","Female","Stroke",NA,NA,"Highland"
"459",2009,"S12000017","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"Highland"
"460",2009,"S12000017","65-74 years","All","Cerebrovascular Disease",NA,NA,"Highland"
"461",2009,"S12000017","65-74 years","All","Stroke",NA,NA,"Highland"
"462",2009,"S12000017","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"Highland"
"463",2009,"S12000017","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Highland"
"464",2009,"S12000017","65-74 years","Male","Stroke",NA,NA,"Highland"
"465",2009,"S12000017","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"Highland"
"466",2009,"S12000017","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Highland"
"467",2009,"S12000017","65-74 years","Female","Stroke",NA,NA,"Highland"
"468",2009,"S12000017","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,"Highland"
"469",2009,"S12000017","under75 years","All","Cerebrovascular Disease",NA,NA,"Highland"
"470",2009,"S12000017","under75 years","All","Stroke",NA,NA,"Highland"
"471",2009,"S12000017","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Highland"
"472",2009,"S12000017","under75 years","Male","Cerebrovascular Disease",NA,NA,"Highland"
"473",2009,"S12000017","under75 years","Male","Stroke",NA,NA,"Highland"
"474",2009,"S12000017","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"Highland"
"475",2009,"S12000017","under75 years","Female","Cerebrovascular Disease",NA,NA,"Highland"
"476",2009,"S12000017","under75 years","Female","Stroke",NA,NA,"Highland"
"477",2009,"S12000017","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"Highland"
"478",2009,"S12000017","75plus years","All","Cerebrovascular Disease",NA,NA,"Highland"
"479",2009,"S12000017","75plus years","All","Stroke",NA,NA,"Highland"
"480",2009,"S12000017","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"Highland"
"481",2009,"S12000017","75plus years","Male","Cerebrovascular Disease",NA,NA,"Highland"
"482",2009,"S12000017","75plus years","Male","Stroke",NA,NA,"Highland"
"483",2009,"S12000017","75plus years","Male","Subarachnoid Haemorrhage",0,0,"Highland"
"484",2009,"S12000017","75plus years","Female","Cerebrovascular Disease",NA,NA,"Highland"
"485",2009,"S12000017","75plus years","Female","Stroke",NA,NA,"Highland"
"486",2009,"S12000017","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"Highland"
"487",2009,"S12000018","All","All","Cerebrovascular Disease",97,118.77,"Inverclyde"
"488",2009,"S12000018","All","All","Stroke",56,68.57,"Inverclyde"
"489",2009,"S12000018","All","All","Subarachnoid Haemorrhage",2,2.45,"Inverclyde"
"490",2009,"S12000018","All","Male","Cerebrovascular Disease",48,122.83,"Inverclyde"
"491",2009,"S12000018","All","Male","Stroke",24,61.42,"Inverclyde"
"492",2009,"S12000018","All","Male","Subarachnoid Haemorrhage",1,2.56,"Inverclyde"
"493",2009,"S12000018","All","Female","Cerebrovascular Disease",49,115.04,"Inverclyde"
"494",2009,"S12000018","All","Female","Stroke",32,75.13,"Inverclyde"
"495",2009,"S12000018","All","Female","Subarachnoid Haemorrhage",1,2.35,"Inverclyde"
"496",2009,"S12000018","0-44 years","All","Cerebrovascular Disease",NA,NA,"Inverclyde"
"497",2009,"S12000018","0-44 years","All","Stroke",NA,NA,"Inverclyde"
"498",2009,"S12000018","0-44 years","All","Subarachnoid Haemorrhage",0,0,"Inverclyde"
"499",2009,"S12000018","0-44 years","Male","Cerebrovascular Disease",NA,NA,"Inverclyde"
"500",2009,"S12000018","0-44 years","Male","Stroke",NA,NA,"Inverclyde"
"501",2009,"S12000018","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"Inverclyde"
"502",2009,"S12000018","0-44 years","Female","Cerebrovascular Disease",0,0,"Inverclyde"
"503",2009,"S12000018","0-44 years","Female","Stroke",0,0,"Inverclyde"
"504",2009,"S12000018","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"Inverclyde"
"505",2009,"S12000018","45-64 years","All","Cerebrovascular Disease",NA,NA,"Inverclyde"
"506",2009,"S12000018","45-64 years","All","Stroke",NA,NA,"Inverclyde"
"507",2009,"S12000018","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"Inverclyde"
"508",2009,"S12000018","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Inverclyde"
"509",2009,"S12000018","45-64 years","Male","Stroke",NA,NA,"Inverclyde"
"510",2009,"S12000018","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"Inverclyde"
"511",2009,"S12000018","45-64 years","Female","Cerebrovascular Disease",NA,NA,"Inverclyde"
"512",2009,"S12000018","45-64 years","Female","Stroke",NA,NA,"Inverclyde"
"513",2009,"S12000018","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"Inverclyde"
"514",2009,"S12000018","65-74 years","All","Cerebrovascular Disease",NA,NA,"Inverclyde"
"515",2009,"S12000018","65-74 years","All","Stroke",NA,NA,"Inverclyde"
"516",2009,"S12000018","65-74 years","All","Subarachnoid Haemorrhage",0,0,"Inverclyde"
"517",2009,"S12000018","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Inverclyde"
"518",2009,"S12000018","65-74 years","Male","Stroke",NA,NA,"Inverclyde"
"519",2009,"S12000018","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"Inverclyde"
"520",2009,"S12000018","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Inverclyde"
"521",2009,"S12000018","65-74 years","Female","Stroke",NA,NA,"Inverclyde"
"522",2009,"S12000018","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"Inverclyde"
"523",2009,"S12000018","under75 years","All","Cerebrovascular Disease",NA,NA,"Inverclyde"
"524",2009,"S12000018","under75 years","All","Stroke",NA,NA,"Inverclyde"
"525",2009,"S12000018","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Inverclyde"
"526",2009,"S12000018","under75 years","Male","Cerebrovascular Disease",NA,NA,"Inverclyde"
