"","year","hbr","age_group","sex","diagnosis","number_of_deaths","crude_rate","HBName"
"292",2009,"S08000019","45-64 years","Male","Cerebrovascular Disease",6,15.33194,"NHS Forth Valley"
"293",2009,"S08000019","45-64 years","Male","Stroke",4,10.22129,"NHS Forth Valley"
"294",2009,"S08000019","45-64 years","Male","Subarachnoid Haemorrhage",1,2.555323,"NHS Forth Valley"
"295",2009,"S08000019","45-64 years","Female","Cerebrovascular Disease",9,22.17186,"NHS Forth Valley"
"296",2009,"S08000019","45-64 years","Female","Stroke",4,9.854158,"NHS Forth Valley"
"297",2009,"S08000019","45-64 years","Female","Subarachnoid Haemorrhage",2,4.927079,"NHS Forth Valley"
"298",2009,"S08000019","65-74 years","All","Cerebrovascular Disease",31,115.3445,"NHS Forth Valley"
"299",2009,"S08000019","65-74 years","All","Stroke",19,70.69504,"NHS Forth Valley"
"300",2009,"S08000019","65-74 years","All","Subarachnoid Haemorrhage",2,7.441584,"NHS Forth Valley"
"301",2009,"S08000019","65-74 years","Male","Cerebrovascular Disease",11,88.11984,"NHS Forth Valley"
"302",2009,"S08000019","65-74 years","Male","Stroke",7,56.07626,"NHS Forth Valley"
"303",2009,"S08000019","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Forth Valley"
"304",2009,"S08000019","65-74 years","Female","Cerebrovascular Disease",20,138.9564,"NHS Forth Valley"
"305",2009,"S08000019","65-74 years","Female","Stroke",12,83.37386,"NHS Forth Valley"
"306",2009,"S08000019","65-74 years","Female","Subarachnoid Haemorrhage",2,13.89564,"NHS Forth Valley"
"307",2009,"S08000019","under75 years","All","Cerebrovascular Disease",51,18.65228,"NHS Forth Valley"
"308",2009,"S08000019","under75 years","All","Stroke",28,10.24047,"NHS Forth Valley"
"309",2009,"S08000019","under75 years","All","Subarachnoid Haemorrhage",8,2.925848,"NHS Forth Valley"
"310",2009,"S08000019","under75 years","Male","Cerebrovascular Disease",19,14.12482,"NHS Forth Valley"
"311",2009,"S08000019","under75 years","Male","Stroke",11,8.177527,"NHS Forth Valley"
"312",2009,"S08000019","under75 years","Male","Subarachnoid Haemorrhage",2,1.486823,"NHS Forth Valley"
"313",2009,"S08000019","under75 years","Female","Cerebrovascular Disease",32,23.0365,"NHS Forth Valley"
"314",2009,"S08000019","under75 years","Female","Stroke",17,12.23814,"NHS Forth Valley"
"315",2009,"S08000019","under75 years","Female","Subarachnoid Haemorrhage",6,4.319343,"NHS Forth Valley"
"316",2009,"S08000019","75plus years","All","Cerebrovascular Disease",232,1117.265,"NHS Forth Valley"
"317",2009,"S08000019","75plus years","All","Stroke",121,582.7113,"NHS Forth Valley"
"318",2009,"S08000019","75plus years","All","Subarachnoid Haemorrhage",1,4.815796,"NHS Forth Valley"
"319",2009,"S08000019","75plus years","Male","Cerebrovascular Disease",68,844.1962,"NHS Forth Valley"
"320",2009,"S08000019","75plus years","Male","Stroke",33,409.6834,"NHS Forth Valley"
"321",2009,"S08000019","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Forth Valley"
"322",2009,"S08000019","75plus years","Female","Cerebrovascular Disease",164,1290.323,"NHS Forth Valley"
"323",2009,"S08000019","75plus years","Female","Stroke",88,692.3682,"NHS Forth Valley"
"324",2009,"S08000019","75plus years","Female","Subarachnoid Haemorrhage",1,7.867821,"NHS Forth Valley"
"325",2009,"S08000020","All","All","Cerebrovascular Disease",491,87.80401,"NHS Grampian"
"326",2009,"S08000020","All","All","Stroke",263,47.03147,"NHS Grampian"
"327",2009,"S08000020","All","All","Subarachnoid Haemorrhage",16,2.86123,"NHS Grampian"
"328",2009,"S08000020","All","Male","Cerebrovascular Disease",179,64.6674,"NHS Grampian"
"329",2009,"S08000020","All","Male","Stroke",91,32.8756,"NHS Grampian"
"330",2009,"S08000020","All","Male","Subarachnoid Haemorrhage",5,1.806352,"NHS Grampian"
"331",2009,"S08000020","All","Female","Cerebrovascular Disease",312,110.482,"NHS Grampian"
"332",2009,"S08000020","All","Female","Stroke",172,60.90673,"NHS Grampian"
"333",2009,"S08000020","All","Female","Subarachnoid Haemorrhage",11,3.895198,"NHS Grampian"
"334",2009,"S08000020","0-44 years","All","Cerebrovascular Disease",2,0.625229,"NHS Grampian"
"335",2009,"S08000020","0-44 years","All","Stroke",1,0.312614,"NHS Grampian"
"336",2009,"S08000020","0-44 years","All","Subarachnoid Haemorrhage",1,0.312614,"NHS Grampian"
"337",2009,"S08000020","0-44 years","Male","Cerebrovascular Disease",1,0.615127,"NHS Grampian"
"338",2009,"S08000020","0-44 years","Male","Stroke",1,0.615127,"NHS Grampian"
"339",2009,"S08000020","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Grampian"
"340",2009,"S08000020","0-44 years","Female","Cerebrovascular Disease",1,0.635667,"NHS Grampian"
"341",2009,"S08000020","0-44 years","Female","Stroke",0,0,"NHS Grampian"
"342",2009,"S08000020","0-44 years","Female","Subarachnoid Haemorrhage",1,0.635667,"NHS Grampian"
"343",2009,"S08000020","45-64 years","All","Cerebrovascular Disease",34,22.45336,"NHS Grampian"
"344",2009,"S08000020","45-64 years","All","Stroke",18,11.88707,"NHS Grampian"
"345",2009,"S08000020","45-64 years","All","Subarachnoid Haemorrhage",6,3.962358,"NHS Grampian"
"346",2009,"S08000020","45-64 years","Male","Cerebrovascular Disease",19,25.03492,"NHS Grampian"
"347",2009,"S08000020","45-64 years","Male","Stroke",10,13.17627,"NHS Grampian"
"348",2009,"S08000020","45-64 years","Male","Subarachnoid Haemorrhage",3,3.952882,"NHS Grampian"
"349",2009,"S08000020","45-64 years","Female","Cerebrovascular Disease",15,19.8594,"NHS Grampian"
"350",2009,"S08000020","45-64 years","Female","Stroke",8,10.59168,"NHS Grampian"
"351",2009,"S08000020","45-64 years","Female","Subarachnoid Haemorrhage",3,3.971879,"NHS Grampian"
"352",2009,"S08000020","65-74 years","All","Cerebrovascular Disease",60,126.74,"NHS Grampian"
"353",2009,"S08000020","65-74 years","All","Stroke",35,73.93169,"NHS Grampian"
"354",2009,"S08000020","65-74 years","All","Subarachnoid Haemorrhage",4,8.449336,"NHS Grampian"
"355",2009,"S08000020","65-74 years","Male","Cerebrovascular Disease",33,146.5559,"NHS Grampian"
"356",2009,"S08000020","65-74 years","Male","Stroke",18,79.9396,"NHS Grampian"
"357",2009,"S08000020","65-74 years","Male","Subarachnoid Haemorrhage",1,4.441089,"NHS Grampian"
"358",2009,"S08000020","65-74 years","Female","Cerebrovascular Disease",27,108.7657,"NHS Grampian"
"359",2009,"S08000020","65-74 years","Female","Stroke",17,68.48211,"NHS Grampian"
"360",2009,"S08000020","65-74 years","Female","Subarachnoid Haemorrhage",3,12.08508,"NHS Grampian"
"361",2009,"S08000020","under75 years","All","Cerebrovascular Disease",96,18.50963,"NHS Grampian"
"362",2009,"S08000020","under75 years","All","Stroke",54,10.41167,"NHS Grampian"
"363",2009,"S08000020","under75 years","All","Subarachnoid Haemorrhage",11,2.120895,"NHS Grampian"
"364",2009,"S08000020","under75 years","Male","Cerebrovascular Disease",53,20.30815,"NHS Grampian"
"365",2009,"S08000020","under75 years","Male","Stroke",29,11.11201,"NHS Grampian"
"366",2009,"S08000020","under75 years","Male","Subarachnoid Haemorrhage",4,1.53269,"NHS Grampian"
"367",2009,"S08000020","under75 years","Female","Cerebrovascular Disease",43,16.68801,"NHS Grampian"
"368",2009,"S08000020","under75 years","Female","Stroke",25,9.702332,"NHS Grampian"
"369",2009,"S08000020","under75 years","Female","Subarachnoid Haemorrhage",7,2.716653,"NHS Grampian"
"370",2009,"S08000020","75plus years","All","Cerebrovascular Disease",395,974.082,"NHS Grampian"
"371",2009,"S08000020","75plus years","All","Stroke",209,515.4004,"NHS Grampian"
"372",2009,"S08000020","75plus years","All","Subarachnoid Haemorrhage",5,12.33015,"NHS Grampian"
"373",2009,"S08000020","75plus years","Male","Cerebrovascular Disease",126,796.3595,"NHS Grampian"
"374",2009,"S08000020","75plus years","Male","Stroke",62,391.8594,"NHS Grampian"
"375",2009,"S08000020","75plus years","Male","Subarachnoid Haemorrhage",1,6.320313,"NHS Grampian"
"376",2009,"S08000020","75plus years","Female","Cerebrovascular Disease",269,1087.792,"NHS Grampian"
"377",2009,"S08000020","75plus years","Female","Stroke",147,594.4438,"NHS Grampian"
"378",2009,"S08000020","75plus years","Female","Subarachnoid Haemorrhage",4,16.17534,"NHS Grampian"
"379",2009,"S08000022","All","All","Cerebrovascular Disease",339,106.5368,"NHS Highland"
"380",2009,"S08000022","All","All","Stroke",187,58.76807,"NHS Highland"
"381",2009,"S08000022","All","All","Subarachnoid Haemorrhage",11,3.456945,"NHS Highland"
"382",2009,"S08000022","All","Male","Cerebrovascular Disease",131,83.98297,"NHS Highland"
"383",2009,"S08000022","All","Male","Stroke",71,45.51749,"NHS Highland"
"384",2009,"S08000022","All","Male","Subarachnoid Haemorrhage",1,0.641091,"NHS Highland"
"385",2009,"S08000022","All","Female","Cerebrovascular Disease",208,128.2241,"NHS Highland"
"386",2009,"S08000022","All","Female","Stroke",116,71.50959,"NHS Highland"
"387",2009,"S08000022","All","Female","Subarachnoid Haemorrhage",10,6.16462,"NHS Highland"
"388",2009,"S08000022","0-44 years","All","Cerebrovascular Disease",1,0.611677,"NHS Highland"
"389",2009,"S08000022","0-44 years","All","Stroke",1,0.611677,"NHS Highland"
"390",2009,"S08000022","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Highland"
"391",2009,"S08000022","0-44 years","Male","Cerebrovascular Disease",0,0,"NHS Highland"
"392",2009,"S08000022","0-44 years","Male","Stroke",0,0,"NHS Highland"
"393",2009,"S08000022","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Highland"
"394",2009,"S08000022","0-44 years","Female","Cerebrovascular Disease",1,1.239142,"NHS Highland"
"395",2009,"S08000022","0-44 years","Female","Stroke",1,1.239142,"NHS Highland"
"396",2009,"S08000022","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Highland"
"397",2009,"S08000022","45-64 years","All","Cerebrovascular Disease",23,24.36363,"NHS Highland"
"398",2009,"S08000022","45-64 years","All","Stroke",12,12.71146,"NHS Highland"
"399",2009,"S08000022","45-64 years","All","Subarachnoid Haemorrhage",6,6.35573,"NHS Highland"
"400",2009,"S08000022","45-64 years","Male","Cerebrovascular Disease",11,23.6092,"NHS Highland"
"401",2009,"S08000022","45-64 years","Male","Stroke",6,12.87775,"NHS Highland"
"402",2009,"S08000022","45-64 years","Male","Subarachnoid Haemorrhage",1,2.146291,"NHS Highland"
"403",2009,"S08000022","45-64 years","Female","Cerebrovascular Disease",12,25.09883,"NHS Highland"
"404",2009,"S08000022","45-64 years","Female","Stroke",6,12.54941,"NHS Highland"
"405",2009,"S08000022","45-64 years","Female","Subarachnoid Haemorrhage",5,10.45784,"NHS Highland"
"406",2009,"S08000022","65-74 years","All","Cerebrovascular Disease",43,128.5347,"NHS Highland"
"407",2009,"S08000022","65-74 years","All","Stroke",30,89.67538,"NHS Highland"
"408",2009,"S08000022","65-74 years","All","Subarachnoid Haemorrhage",3,8.967538,"NHS Highland"
"409",2009,"S08000022","65-74 years","Male","Cerebrovascular Disease",25,156.9267,"NHS Highland"
"410",2009,"S08000022","65-74 years","Male","Stroke",18,112.9873,"NHS Highland"
"411",2009,"S08000022","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Highland"
"412",2009,"S08000022","65-74 years","Female","Cerebrovascular Disease",18,102.7221,"NHS Highland"
"413",2009,"S08000022","65-74 years","Female","Stroke",12,68.48142,"NHS Highland"
"414",2009,"S08000022","65-74 years","Female","Subarachnoid Haemorrhage",3,17.12036,"NHS Highland"
"415",2009,"S08000022","under75 years","All","Cerebrovascular Disease",67,22.99703,"NHS Highland"
"416",2009,"S08000022","under75 years","All","Stroke",43,14.75929,"NHS Highland"
"417",2009,"S08000022","under75 years","All","Subarachnoid Haemorrhage",9,3.089153,"NHS Highland"
"418",2009,"S08000022","under75 years","Male","Cerebrovascular Disease",36,24.77513,"NHS Highland"
"419",2009,"S08000022","under75 years","Male","Stroke",24,16.51675,"NHS Highland"
"420",2009,"S08000022","under75 years","Male","Subarachnoid Haemorrhage",1,0.688198,"NHS Highland"
"421",2009,"S08000022","under75 years","Female","Cerebrovascular Disease",31,21.22779,"NHS Highland"
"422",2009,"S08000022","under75 years","Female","Stroke",19,13.01058,"NHS Highland"
"423",2009,"S08000022","under75 years","Female","Subarachnoid Haemorrhage",8,5.478139,"NHS Highland"
"424",2009,"S08000022","75plus years","All","Cerebrovascular Disease",272,1012.734,"NHS Highland"
"425",2009,"S08000022","75plus years","All","Stroke",144,536.1531,"NHS Highland"
"426",2009,"S08000022","75plus years","All","Subarachnoid Haemorrhage",2,7.446571,"NHS Highland"
"427",2009,"S08000022","75plus years","Male","Cerebrovascular Disease",95,889.763,"NHS Highland"
"428",2009,"S08000022","75plus years","Male","Stroke",47,440.1986,"NHS Highland"
"429",2009,"S08000022","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Highland"
"430",2009,"S08000022","75plus years","Female","Cerebrovascular Disease",177,1093.876,"NHS Highland"
"431",2009,"S08000022","75plus years","Female","Stroke",97,599.4685,"NHS Highland"
"432",2009,"S08000022","75plus years","Female","Subarachnoid Haemorrhage",2,12.36018,"NHS Highland"
"433",2009,"S08000024","All","All","Cerebrovascular Disease",688,84.26106,"NHS Lothian"
"434",2009,"S08000024","All","All","Stroke",391,47.88674,"NHS Lothian"
"435",2009,"S08000024","All","All","Subarachnoid Haemorrhage",31,3.796647,"NHS Lothian"
"436",2009,"S08000024","All","Male","Cerebrovascular Disease",260,65.62955,"NHS Lothian"
"437",2009,"S08000024","All","Male","Stroke",145,36.6011,"NHS Lothian"
"438",2009,"S08000024","All","Male","Subarachnoid Haemorrhage",8,2.019371,"NHS Lothian"
"439",2009,"S08000024","All","Female","Cerebrovascular Disease",428,101.8206,"NHS Lothian"
"440",2009,"S08000024","All","Female","Stroke",246,58.52308,"NHS Lothian"
"441",2009,"S08000024","All","Female","Subarachnoid Haemorrhage",23,5.47167,"NHS Lothian"
"442",2009,"S08000024","0-44 years","All","Cerebrovascular Disease",6,1.226698,"NHS Lothian"
"443",2009,"S08000024","0-44 years","All","Stroke",4,0.817799,"NHS Lothian"
"444",2009,"S08000024","0-44 years","All","Subarachnoid Haemorrhage",2,0.408899,"NHS Lothian"
"445",2009,"S08000024","0-44 years","Male","Cerebrovascular Disease",3,1.230108,"NHS Lothian"
"446",2009,"S08000024","0-44 years","Male","Stroke",2,0.820072,"NHS Lothian"
"447",2009,"S08000024","0-44 years","Male","Subarachnoid Haemorrhage",1,0.410036,"NHS Lothian"
"448",2009,"S08000024","0-44 years","Female","Cerebrovascular Disease",3,1.223306,"NHS Lothian"
"449",2009,"S08000024","0-44 years","Female","Stroke",2,0.815538,"NHS Lothian"
"450",2009,"S08000024","0-44 years","Female","Subarachnoid Haemorrhage",1,0.407769,"NHS Lothian"
"451",2009,"S08000024","45-64 years","All","Cerebrovascular Disease",58,28.14195,"NHS Lothian"
"452",2009,"S08000024","45-64 years","All","Stroke",36,17.46742,"NHS Lothian"
"453",2009,"S08000024","45-64 years","All","Subarachnoid Haemorrhage",17,8.248503,"NHS Lothian"
"454",2009,"S08000024","45-64 years","Male","Cerebrovascular Disease",33,32.63869,"NHS Lothian"
"455",2009,"S08000024","45-64 years","Male","Stroke",22,21.75913,"NHS Lothian"
"456",2009,"S08000024","45-64 years","Male","Subarachnoid Haemorrhage",6,5.934307,"NHS Lothian"
"457",2009,"S08000024","45-64 years","Female","Cerebrovascular Disease",25,23.81156,"NHS Lothian"
"458",2009,"S08000024","45-64 years","Female","Stroke",14,13.33448,"NHS Lothian"
"459",2009,"S08000024","45-64 years","Female","Subarachnoid Haemorrhage",11,10.47709,"NHS Lothian"
"460",2009,"S08000024","65-74 years","All","Cerebrovascular Disease",64,99.33878,"NHS Lothian"
"461",2009,"S08000024","65-74 years","All","Stroke",43,66.74324,"NHS Lothian"
"462",2009,"S08000024","65-74 years","All","Subarachnoid Haemorrhage",3,4.656505,"NHS Lothian"
"463",2009,"S08000024","65-74 years","Male","Cerebrovascular Disease",36,121.4042,"NHS Lothian"
"464",2009,"S08000024","65-74 years","Male","Stroke",22,74.19148,"NHS Lothian"
"465",2009,"S08000024","65-74 years","Male","Subarachnoid Haemorrhage",1,3.37234,"NHS Lothian"
"466",2009,"S08000024","65-74 years","Female","Cerebrovascular Disease",28,80.52224,"NHS Lothian"
"467",2009,"S08000024","65-74 years","Female","Stroke",21,60.39168,"NHS Lothian"
"468",2009,"S08000024","65-74 years","Female","Subarachnoid Haemorrhage",2,5.751589,"NHS Lothian"
"469",2009,"S08000024","under75 years","All","Cerebrovascular Disease",128,16.85004,"NHS Lothian"
"470",2009,"S08000024","under75 years","All","Stroke",83,10.9262,"NHS Lothian"
"471",2009,"S08000024","under75 years","All","Subarachnoid Haemorrhage",22,2.896101,"NHS Lothian"
"472",2009,"S08000024","under75 years","Male","Cerebrovascular Disease",72,19.2184,"NHS Lothian"
"473",2009,"S08000024","under75 years","Male","Stroke",46,12.27842,"NHS Lothian"
"474",2009,"S08000024","under75 years","Male","Subarachnoid Haemorrhage",8,2.135378,"NHS Lothian"
"475",2009,"S08000024","under75 years","Female","Cerebrovascular Disease",56,14.54542,"NHS Lothian"
"476",2009,"S08000024","under75 years","Female","Stroke",37,9.610365,"NHS Lothian"
"477",2009,"S08000024","under75 years","Female","Subarachnoid Haemorrhage",14,3.636354,"NHS Lothian"
"478",2009,"S08000024","75plus years","All","Cerebrovascular Disease",560,984.7366,"NHS Lothian"
"479",2009,"S08000024","75plus years","All","Stroke",308,541.6051,"NHS Lothian"
"480",2009,"S08000024","75plus years","All","Subarachnoid Haemorrhage",9,15.82612,"NHS Lothian"
"481",2009,"S08000024","75plus years","Male","Cerebrovascular Disease",188,873.5248,"NHS Lothian"
"482",2009,"S08000024","75plus years","Male","Stroke",99,459.9944,"NHS Lothian"
"483",2009,"S08000024","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Lothian"
"484",2009,"S08000024","75plus years","Female","Cerebrovascular Disease",372,1052.453,"NHS Lothian"
"485",2009,"S08000024","75plus years","Female","Stroke",209,591.2975,"NHS Lothian"
"486",2009,"S08000024","75plus years","Female","Subarachnoid Haemorrhage",9,25.46257,"NHS Lothian"
"487",2009,"S08000025","All","All","Cerebrovascular Disease",19,90.73543,"NHS Orkney"
"488",2009,"S08000025","All","All","Stroke",13,62.08214,"NHS Orkney"
"489",2009,"S08000025","All","All","Subarachnoid Haemorrhage",2,9.551098,"NHS Orkney"
"490",2009,"S08000025","All","Male","Cerebrovascular Disease",7,67.75724,"NHS Orkney"
"491",2009,"S08000025","All","Male","Stroke",5,48.39803,"NHS Orkney"
"492",2009,"S08000025","All","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"493",2009,"S08000025","All","Female","Cerebrovascular Disease",12,113.1115,"NHS Orkney"
"494",2009,"S08000025","All","Female","Stroke",8,75.40767,"NHS Orkney"
"495",2009,"S08000025","All","Female","Subarachnoid Haemorrhage",2,18.85192,"NHS Orkney"
"496",2009,"S08000025","0-44 years","All","Cerebrovascular Disease",0,0,"NHS Orkney"
